Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
IVORY MIST,Shop By Color,,$217.50,$304.50,IVORY,Approx 58 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_52.jpg,,https://www.leatherhidestore.com/k1103-d-magic-mushroom-1.html
WHITE BLOSSOM,Shop By Color,,$195.00,$273.00,WHITE,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,White Blossom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_46.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32666/s/k1096-white-blossom/
RESTORATION DISTRESS MARINA,Shop By Color,,$155.50,$226.00,DEEP MULTITONE BLUE GREY,APPROX. 27 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN DISTRESS,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Distress is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Distress has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Distress is infused with a blend of oil and light waxes and then lightly distressed in old, wooden tumbling drums to achieve a classic vintage look!  Restoration Italia Distress brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/e/restoration_italia_distress_marine_c7edit_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/29337/s/ri-26-a-marina-distress/
ALPINE BLUE,Shop By Color,,$154.00,$234.00,SOFT LIGHT BLUE,APPROX 28 sq ft *This is a half hide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,"Finished in Italy, Euro Smooth is the new leader in style and performance. All the rage in Europe, these silky-smooth leathers present a fresh, distinctive color palette being widely used in handbags, home decor and luxury automobiles. Produced on top grain European hides with premium micro-pigments, the finish is rich, consistent and extremely durable. Add in the luxurious touch and Euro Smooth is certain to make any project an absolute showpiece! Order a sample today! Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0- 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/48e83ae09e213d2ccfe5be22579bd95b/e/u/euro_smooth_waterfall_c2_1.jpg,,https://www.leatherhidestore.com/eo-4-a-alpine-blue.html
METALLIC FROST,Shop By Color,,$221.00,$351.00,METALLIC IVORY,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A LIGHT WAXY FEEL,EXCELLENT,Metallic Frost is a gorgeous leather with a supple distressed look.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_58_2_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32833/
GREAT SMOKY MOUNTAIN,Shop By Color,,$237.50,$350.00,MULTI TONE GREY WITH DEEP SMOKE ACCENTS,APPROX. 50 sq ft,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Made in Italy, Great Smoky Mtn. is a gorgeous multi tone leather finished with a prized sauvage technique. This technique blends warm tones into a rich color palette comparable to traditional hand finished leather. The grain for Smoky Mtn. is a naturally occurring mill pebble that has subtle variations across the hide as nature intended. Smoky Mtn. is a slight heavyweight leather with a full bodied feel that is exceptionally soft and plush. All leathers in the Naturals Collection are treated with a transparent top coat making them stain and wear resistant. LHS is proud to offer premium Italian leather at wholesale prices! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/r/great_smokey_mtn_1.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/great-smoky-mountain-leather.html
WY#6 FORGE,Shop By Color,,$267.50,$400.00,MULTITONE DEEP CHARCOAL,APPROX. 50 sq ft,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,LOW SHEEN,SUPPLE WAXED FEEL,PREMIUM FULL GRAIN,"A premium waxed leather produced from US steer! Wyoming Forge is a full aniline leather with a truly authentic look. Each hide says ""100% genuine leather the way leather used to be!"" Wyoming has no bells or whistles - made only with pure oils, waxes and dyes to create a richly toned, timeless leather. Wyoming's patina is further enhanced with a soft pull up effect when stretched or pulled for upholstery. Wyoming is also tough - scratch the leather and simply rub the scratches out. A full bodied weight combined with an extra supple feel make Wyoming ideal for upholstery and leather goods of all types. Wyoming is made for those who truly love leather! Approx Weight 3.5 oz/sq ft. Approx Thickness 1.3-1.5 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/t/e/tenton-c3.jpg,,https://www.leatherhidestore.com/wyoming-forge.html
CHARCOAL,Shop By Color,,$258.30,$362.25,CHARCOAL,APPROX. 63 sq ft *photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,FINE TOP GRAIN,"Gorgeous leather with a rich, exciting color! Charcoal has a light waxy feel that is very supple yet durable and resistant to wear and tear - an ""essential"" leather for everyday use. Great quality at an exceptional price! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/l/slate_c8_1.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/es-23-charcoal-leather-upholstery.html
WHITE BLOSSOM,Shop By Color,,$153.75,$215.25,WHITE,Approx 41 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,White Blossom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_46_1_1.jpg,,https://www.leatherhidestore.com/k1096-a-white-blossom-1.html
WHITE BLOSSOM,Shop By Color,,$172.50,$241.50,WHITE,Approx 46 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,White Blossom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_46_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32667/
SOFT WHITE,Shop By Color,,$163.40,$205.50,SOFT WHITE,Approx 34 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL,MEDIUM,VERY SOFT,FINE TOP GRAIN,"Gorgeous leather! Soft White has a light waxy feel that is very supple yet durable and resistant to wear and tear - an ""essential"" leather for everyday use. Great quality at an exceptional price! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/p/o/polar_white_c1_1_2_1_4.jpg,,https://www.leatherhidestore.com/soft-white-leather-hides.html
IVORY MIST,Shop By Color,,$322.50,$451.50,IVORY,Approx 86 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_52_1_1_1.jpg,,https://www.leatherhidestore.com/k1104-b-fresh-snow-1.html
GREY WOLF,Shop By Color,,$225.40,$367.50,RICH DARK GREY WITH LIGHT GREY HIGHLIGHTS,APPROX. 49 sq ft,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE W/ DISTRESS EFFECT,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM TOP GRAIN,"Dakota Grey Wolf (cowhide) is a soft and durable leather with a gorgeous distressed look! Dakota is finished with premium micro pigments making the leather highly scratch resistant! Also, due to its unique finishing process, the color and distressed look remains consistent even with ""wear and tear!"" The result is a supple, highly durable leather that is ideal for nearly every application - especially furniture and auto. LHS is proud to offer this very unique leather at true wholesale prices! Approx weight : 3.0 oz/sq.ft. Approx thickness: 1.1 - 1.3 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/d/k/dk_3_grey_wolf_c1.jpg,,https://www.leatherhidestore.com/dakota-grey-wolf-leather-cowhide.html
WHITE BLOSSOM,Shop By Color,,$273.75,$383.25,WHITE,Approx 73 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,White Blossom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_46_1_1_1.jpg,,https://www.leatherhidestore.com/k1096-b-white-blossom-1.html
WY#6 FORGE,Shop By Color,,$156.80,$234.00,MULTITONE DEEP CHARCOAL,APPROX. 28 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,LOW SHEEN,SUPPLE WAXED FEEL,PREMIUM FULL GRAIN,"A premium waxed leather produced from US steer! Wyoming Forge is a full aniline leather with a truly authentic look. Each hide says ""100% genuine leather the way leather used to be!"" Wyoming has no bells or whistles - made only with pure oils, waxes and dyes to create a richly toned, timeless leather. Wyoming's patina is further enhanced with a soft pull up effect when stretched or pulled for upholstery. Wyoming is also tough - scratch the leather and simply rub the scratches out. A full bodied weight combined with an extra supple feel make Wyoming ideal for upholstery and leather goods of all types. Wyoming is made for those who truly love leather! Approx Weight 3.5 oz/sq ft. Approx Thickness 1.3-1.5 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/t/e/tenton-c3_3.jpg,,https://www.leatherhidestore.com/wyoming-forge-1.html
RESTORATION ITALIA WILLOW,Shop By Color,,$128.00,$186.00,GORGEOUS WARM PISTACHIO,APPROX. 22 sq ft * This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Italia is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Italia has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Italia is infused with a blend of oil and light waxes that helps the leather patina with routine use - creating that classic vintage look!  Restoration Italia brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm. PLEASE NOTE: Restoration Italia Black will be more uniform in color as the multitoning is naturally less visible.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/e/restoration_italia_kelp_c8.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/29223/s/restoration-black-vintage-leather-hide-1/
RESTORATION ITALIA CYPRESS,Shop By Color,,$286.00,$416.00,DEEP SPRUCE GREEN WITH BLUE UNDERTONE,APPROX. 52 sq ft,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Italia is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Italia has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Italia is infused with a blend of oil and light waxes that helps the leather patina with routine use - creating that classic vintage look!  Restoration Italia brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm. PLEASE NOTE: Restoration Italia Black will be more uniform in color as the multitoning is naturally less visible.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/r/t/rti_aqua_c1_1.jpg,https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg,https://www.leatherhidestore.com/catalog/product/view/id/29216/s/restoration-black-vintage-leather-hide-1/
IVORY MIST,Shop By Color,,$138.75,$194.25,IVORY WHITE,Approx 37 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_52_1_1_1_1.jpg,,https://www.leatherhidestore.com/k1104-c-fresh-snow-1.html
IVORY MIST,Shop By Color,,$195.00,$273.00,IVORY,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_52_1.jpg,,https://www.leatherhidestore.com/k1103-c-magic-mushroom-1.html
RESTORATION ITALIA MINK,Shop By Color,,$133.50,$194.00,RICH CHARCOAL GREY,APPROX. 23 sq ft * This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Italia is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Italia has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Italia is infused with a blend of oil and light waxes that helps the leather patina with routine use - creating that classic vintage look!  Restoration Italia brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm. PLEASE NOTE: Restoration Italia Black will be more uniform in color as the multitoning is naturally less visible.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/t/storm_c5.edited_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/29225/s/restoration-black-vintage-leather-hide-1/
GREY WOLF,Shop By Color,,$112.80,$182.50,RICH DARK GREY WITH LIGHT GREY HIGHLIGHTS,APPROX. 23 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE W/ DISTRESS EFFECT,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM TOP GRAIN,"Dakota Grey Wolf is a soft and durable leather with a gorgeous distressed look! Dakota is finished with premium micro pigments making the leather highly scratch resistant! Also, due to its unique finishing process, the color and distressed look remains consistent even with ""wear and tear!"" The result is a supple, highly durable leather that is ideal for nearly every application - especially furniture and auto. LHS is proud to offer this very unique leather at true wholesale prices! Approx weight : 3.0 oz/sq.ft. Approx thickness: 1.1 - 1.3 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/d/k/dk_3_grey_wolf_c1_1.jpg,,https://www.leatherhidestore.com/dakota-grey-wolf.html
GREAT SMOKY MOUNTAIN,Shop By Color,,$149.50,$220.00,MULTI TONE GREY WITH DEEP SMOKE ACCENTS,APPROX. 30 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Made in Italy, Great Smoky Mtn. is a gorgeous multi tone leather finished with a prized sauvage technique. This technique blends warm tones into a rich color palette comparable to traditional hand finished leather. The grain for Smoky Mtn. is a naturally occurring mill pebble that has subtle variations across the hide as nature intended. Smoky Mtn. is a slight heavyweight leather with a full bodied feel that is exceptionally soft and plush. All leathers in the Naturals Collection are treated with a transparent top coat making them stain and wear resistant. LHS is proud to offer premium Italian leather at wholesale prices! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/r/great_smokey_mtn_1_1.jpg,,https://www.leatherhidestore.com/great-smoky-mountain-leather-hides-upholstery.html
CHARCOAL,Shop By Color,,$121.80,$171.00,CHARCOAL,APPROX. 28 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,FINE TOP GRAIN,"Gorgeous leather with a rich, exciting color! Charcoal has a light waxy feel that is very supple yet durable and resistant to wear and tear - an ""essential"" leather for everyday use. Great quality at an exceptional price! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/s/l/slate_c8_1_1.jpg,,https://www.leatherhidestore.com/es-23-charcoal-leather-upholstery-1.html
WY#3 COPPER MINE,Shop By Color,,$146.10,$218.00,DEEP MULTITONE COPPER BROWN,APPROX. 26 sq ft *This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,LOW SHEEN,SUPPLE WAXED FEEL,PREMIUM FULL GRAIN,"A premium waxed leather produced from US steer! Wyoming Copper Mine is a full aniline leather with a truly authentic look. Each hide says ""100% genuine leather the way leather used to be!"" Wyoming has no bells or whistles - made only with pure oils, waxes and dyes to create a richly toned, timeless leather. Wyoming's patina is further enhanced with a soft pull up effect when stretched or pulled for upholstery. Wyoming is also tough - scratch the leather and simply rub the scratches out. A full bodied weight combined with an extra supple feel make Wyoming ideal for upholstery and leather goods of all types. Wyoming is made for those who truly love leather! Approx Weight 3.5 oz/sq ft. Approx Thickness 1.3-1.5 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/c/o/coppermine_c3_3.jpg,,https://www.leatherhidestore.com/wyoming-copper-mine-a.html
OLYMPIA,Shop By Color,,$154.25,$227.00,WARM MULTITONE WEATHERED IVORY,APPROX. 31 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SILKY SOFT,PREMIUM FULL GRAIN,"Made in Italy, Olypmia is a gorgeous multi tone leather finished with a prized sauvage technique. This technique blends warm tones into a rich color palette comparable to traditional hand finished leather. The grain for Olympia is a naturally occurring mill pebble that has subtle variations across the hide as nature intended. Olympia is a slight heavyweight leather with a full bodied feel that is exceptionally soft and plush. All leathers in the Naturals Collection are treated with a transparent top coat making them stain and wear resistant. LHS is proud to offer premium Italian leather at wholesale prices! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/l/i/light_tan_c4_3_1.jpg,,https://www.leatherhidestore.com/olympia-leather-hides-upholstery-1.html
BAMBOO,Shop By Color,,$270.60,$350.75,WARM BAMBOO BROWN,APPROX. 66 sq ft *photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,FINE TOP GRAIN,"Gorgeous leather with a warm, rich color! Bamboo has a light waxy feel that is very supple yet durable and resistant to wear and tear - an ""essential"" leather for everyday use. Great quality at an exceptional price! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/l/a/latte_c7_2.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/es-33-bamboo.html
